EOG093707RF	h2tg000006l	1175277	1188154
EOG093707VN	h2tg000020l	1338732	1349859
EOG093707VN	h2tg000037l	1243170	1254309
EOG093707VQ	h2tg000058l	151714	162687
EOG093707VQ	h2tg000013l	1649684	1661035
EOG093707VQ	h2tg000052l	1300568	1314945
EOG0937084T	h2tg000009l	3179145	3189381
EOG0937085E	h2tg000053l	1578860	1590714
EOG0937085E	h2tg000006l	2069881	2081158
EOG093708IM	h2tg000048l	213886	226666
EOG093708IM	h2tg000054l	2328271	2341023
EOG093708IM	h2tg000034l	2849467	2862230
EOG093708OP	h2tg000036l	1755385	1767772
EOG093708OP	h2tg000046l	413189	425916
EOG093708TP	h2tg000018l	2457028	2469468
EOG0937091Y	h2tg000024l	2749462	2763017
EOG0937091Y	h2tg000038l	165586	179062
EOG0937092W	h2tg000010l	2868436	2880593
EOG0937092W	h2tg000024l	5503532	5515387
EOG093709BZ	h2tg000046l	465249	477854
EOG093709BZ	h2tg000036l	1703390	1716098
EOG093709HP	h2tg000037l	1876833	1887940
EOG093709HP	h2tg000020l	1933332	1944216
EOG093709JG	h2tg000008l	9501713	9512423
EOG093709JG	h2tg000012l	1544747	1555314
EOG093709JG	h2tg000057l	1411626	1422193
EOG09370A22	h2tg000037l	1982458	1994168
EOG09370A22	h2tg000020l	2042358	2053881
EOG09370ADO	h2tg000043l	139311	164357
EOG09370ADO	h2tg000005l	1971620	1982934
EOG09370ADO	h2tg000011l	217815	229126
EOG09370AI8	h2tg000006l	64999	76408
EOG09370AI8	h2tg000049l	76226	87842
EOG09370AI8	h2tg000120l	71319	82935
EOG09370AJP	h2tg000008l	7475618	7488086
EOG09370AJP	h2tg000078l	455799	468233
EOG09370AL3	h2tg000030l	39050	50154
EOG09370AL3	h2tg000006l	3619586	3630699
EOG09370ARO	h2tg000008l	10289351	10301827
EOG09370ARO	h2tg000012l	2287413	2299509
EOG09370AS9	h2tg000010l	3633124	3644118
EOG09370AS9	h2tg000024l	4636191	4647041
EOG09370AV1	h2tg000020l	1571236	1582688
EOG09370AV1	h2tg000037l	1491732	1503169
EOG09370AWB	h2tg000006l	602112	613712
EOG09370AWB	h2tg000049l	619366	630979
EOG09370B1L	h2tg000047l	1281213	1294911
EOG09370B1L	h2tg000008l	3418987	3432847
EOG09370B7D	h2tg000034l	1501961	1512206
EOG09370B7D	h2tg000057l	1283893	1294114
EOG09370BBR	h2tg000013l	1367544	1378986
EOG09370BBR	h2tg000063l	966545	977894
EOG09370BGO	h2tg000037l	3090852	3103057
EOG09370BGO	h2tg000020l	3003371	3013550
EOG09370BJE	h2tg000047l	2252051	2262884
EOG09370BJE	h2tg000008l	2412827	2423671
EOG09370BQO	h2tg000024l	446902	457933
EOG09370BQO	h2tg000038l	2500334	2511179
EOG09370BYX	h2tg000024l	4773707	4785104
EOG09370BYX	h2tg000010l	3510339	3521461
EOG09370C5A	h2tg000008l	9648354	9658649
EOG09370C5A	h2tg000012l	1700147	1710439
EOG0937017X	h2tg000008l	3720944	3739962
EOG0937017X	h2tg000047l	952704	971892
EOG0937017X	h2tg000063l	2125736	2139915
EOG09370CAN	h2tg000012l	0	13857
EOG09370CAN	h2tg000008l	8112799	8125195
EOG09370CAV	h2tg000023l	146393	159495
EOG09370CAV	h2tg000044l	819003	831985
EOG09370CF1	h2tg000063l	571937	582245
EOG09370CF1	h2tg000013l	1739340	1749648
EOG0937018Z	h2tg000008l	2611895	2626124
EOG0937018Z	h2tg000047l	2075069	2088493
EOG09370CIV	h2tg000011l	1091069	1101901
EOG09370CIV	h2tg000067l	269542	280374
EOG09370CIV	h2tg000005l	1072617	1083449
EOG09370CK6	h2tg000037l	444297	454494
EOG09370CK6	h2tg000020l	517045	527242
EOG09370CKL	h2tg000008l	8017939	8029569
EOG0937019B	h2tg000058l	828167	844487
EOG09370CRF	h2tg000023l	2836614	2848175
EOG09370CRF	h2tg000040l	1294121	1305865
EOG0937004M	h2tg000038l	2644515	2676944
EOG0937004M	h2tg000024l	300909	333615
EOG09370CTU	h2tg000043l	141648	154007
EOG09370CTU	h2tg000005l	2322055	2334370
EOG09370CZ0	h2tg000061l	838761	849783
EOG09370CZ0	h2tg000025l	814841	825988
EOG09370CZT	h2tg000016l	119276	129476
EOG09370CZT	h2tg000008l	5559356	5569556
EOG09370D13	h2tg000027l	627919	639828
EOG09370D13	h2tg000001l	1010910	1022665
EOG09370DO5	h2tg000063l	243134	253629
EOG09370DO5	h2tg000014l	138054	148533
EOG09370DP4	h2tg000023l	3474604	3485961
EOG09370DP4	h2tg000040l	491232	502856
EOG09370DTG	h2tg000008l	11348085	11358455
EOG09370DTG	h2tg000012l	3333147	3343517
EOG09370DV4	h2tg000049l	400638	412504
EOG09370DV4	h2tg000006l	390813	402912
EOG09370DX4	h2tg000008l	8188011	8198760
EOG09370DX4	h2tg000057l	1517472	1528189
EOG09370DX4	h2tg000012l	86502	97219
EOG09370DXT	h2tg000006l	2226821	2237070
EOG09370DXT	h2tg000053l	1408702	1418951
EOG093701EE	h2tg000009l	1909786	1923886
EOG093701EE	h2tg000017l	2803660	2818072
EOG093701EE	h2tg000018l	2090974	2105094
EOG09370E0Y	h2tg000008l	9184992	9196497
EOG09370E0Y	h2tg000012l	1200606	1212079
EOG09370E36	h2tg000006l	1182759	1192941
EOG09370E36	h2tg000049l	1263014	1273196
EOG09370E4U	h2tg000006l	632270	644003
EOG09370E4U	h2tg000049l	646951	658544
EOG09370E4W	h2tg000008l	3067628	3078632
EOG09370E4W	h2tg000047l	1643230	1654130
EOG09370E8S	h2tg000005l	1256091	1267183
EOG09370EHZ	h2tg000031l	1869886	1881455
EOG09370EHZ	h2tg000007l	338926	350501
EOG09370EL3	h2tg000049l	1188670	1199104
EOG09370EL3	h2tg000006l	1086543	1096832
EOG09370F3T	h2tg000012l	2106695	2116976
EOG09370F3T	h2tg000008l	10111965	10122251
EOG09370F47	h2tg000024l	4752376	4763593
EOG09370F47	h2tg000010l	3527195	3538414
EOG093701IQ	h2tg000031l	756326	771378
EOG093701IQ	h2tg000058l	1340835	1355033
EOG09370FKI	h2tg000047l	2222307	2232902
EOG09370FKI	h2tg000008l	2446110	2456697
EOG09370FLD	h2tg000022l	2331079	2342782
EOG09370FLD	h2tg000015l	1738300	1749895
EOG09370FN1	h2tg000048l	525880	537668
EOG09370FN1	h2tg000054l	2020915	2032684
EOG09370FN1	h2tg000034l	3138491	3151849
EOG09370FSS	h2tg000052l	986341	996571
EOG09370FVX	h2tg000024l	3856652	3868007
EOG09370FWQ	h2tg000020l	1921431	1933103
EOG09370FWQ	h2tg000037l	1865771	1877092
EOG09370FXE	h2tg000022l	1565073	1575672
EOG09370GC2	h2tg000020l	3213679	3223891
EOG09370GC2	h2tg000037l	3306625	3316837
EOG09370GEO	h2tg000020l	2175522	2185935
EOG09370GHM	h2tg000024l	234164	244475
EOG09370GHM	h2tg000038l	2733073	2743369
EOG09370GHM	h2tg000078l	721934	732173
EOG09370GHP	h2tg000054l	2202088	2212414
EOG09370GIK	h2tg000060l	180024	191865
EOG09370GIK	h2tg000052l	108184	119752
EOG09370GIK	h2tg000005l	337674	349242
EOG09370GJ7	h2tg000034l	2218281	2231090
EOG09370GJ7	h2tg000169l	7725	19765
EOG09370GJ7	h2tg000024l	2340451	2359757
EOG09370H3E	h2tg000006l	536337	548609
EOG09370H3E	h2tg000049l	553057	564785
EOG09370H68	h2tg000009l	1970853	1981008
EOG09370H68	h2tg000017l	2840742	2850897
EOG09370H68	h2tg000018l	2124797	2134952
EOG09370HBN	h2tg000047l	1991888	2002920
EOG09370HBN	h2tg000008l	2702326	2713091
EOG09370HD7	h2tg000006l	1135830	1158758
EOG09370HKV	h2tg000083l	176295	192040
EOG09370HKV	h2tg000001l	188949	200932
EOG09370HKV	h2tg000137l	284451	296226
EOG093701S0	h2tg000083l	54451	67777
EOG093701S0	h2tg000001l	70547	83815
EOG09370HVI	h2tg000020l	3201052	3211592
EOG09370HVI	h2tg000037l	3299421	3309819
EOG093701SQ	h2tg000141l	39052	53685
EOG093701SQ	h2tg000007l	2660403	2675036
EOG093701SQ	h2tg000016l	272992	287795
EOG09370I3J	h2tg000054l	1322869	1333141
EOG09370I7R	h2tg000040l	773763	785463
EOG09370I7R	h2tg000023l	3225635	3237285
EOG09370IF5	h2tg000047l	2263795	2275254
EOG09370IF5	h2tg000008l	2400369	2411833
EOG09370IH5	h2tg000047l	1661891	1672274
EOG09370IH5	h2tg000008l	3049673	3059918
EOG09370IMU	h2tg000097l	997	21210
EOG09370IMU	h2tg000084l	220040	230129
EOG09370IMU	h2tg000015l	1476011	1486097
EOG093701V7	h2tg000049l	283931	300303
EOG093701V7	h2tg000006l	274995	292116
EOG09370IUA	h2tg000009l	1972309	1983321
EOG09370IUA	h2tg000017l	2842201	2853225
EOG09370IUA	h2tg000018l	2126356	2137314
EOG09370J9L	h2tg000023l	2998043	3043425
EOG09370JIK	h2tg000122l	17387	28200
EOG09370JIK	h2tg000044l	1084137	1094954
EOG09370JZ3	h2tg000024l	2559437	2570772
EOG09370JZ3	h2tg000038l	355060	366282
EOG09370JZ3	h2tg000034l	2522531	2533753
EOG09370K15	h2tg000008l	2229005	2239202
EOG09370K15	h2tg000047l	2419260	2429539
EOG09370K1R	h2tg000020l	1288589	1299799
EOG09370K1R	h2tg000037l	1187290	1198525
EOG09370KD4	h2tg000010l	4516601	4527781
EOG09370KD4	h2tg000024l	3744045	3755145
EOG09370KGV	h2tg000034l	1349116	1360148
EOG09370KGV	h2tg000057l	1134941	1145831
EOG09370KJ3	h2tg000066l	72000	82668
EOG09370KJ3	h2tg000008l	6685902	6696495
EOG09370KJ3	h2tg000016l	1889053	1899443
EOG09370KWF	h2tg000024l	4888800	4899219
EOG09370KYZ	h2tg000031l	570938	582326
EOG09370L23	h2tg000024l	5234971	5245655
EOG09370L23	h2tg000010l	3125351	3136029
EOG09370LFI	h2tg000010l	3128029	3138894
EOG09370LFI	h2tg000024l	5232106	5242966
